Week,Market,Site,RRC_SR_pct,ERAB_SR_pct,DCR_pct,DL_Throughput_Mbps,Congestion_pct,CQx_Score,CQx_Status
2026-05-04,Napakiak,NAP-007,98.16,96.94,1.81,64.47,16.23,88.96,Green
2026-05-11,Napakiak,NAP-007,98.07,96.87,3.0,62.39,18.94,87.92,Green
2026-05-18,Napakiak,NAP-007,98.17,96.82,2.38,65.83,19.19,88.68,Green
2026-05-25,Napakiak,NAP-007,97.89,96.96,2.68,63.86,19.84,88.11,Green
2026-06-01,Napakiak,NAP-007,98.25,97.24,2.59,63.91,11.26,89.58,Green
2026-06-08,Napakiak,NAP-007,97.77,97.51,2.69,70.5,25.04,88.76,Green
2026-06-15,Napakiak,NAP-007,98.14,96.77,1.9,56.59,28.24,85.52,Green
2026-06-22,Napakiak,NAP-007,98.02,97.53,2.26,59.89,9.79,89.06,Green
2026-06-29,Napakiak,NAP-007,97.99,97.69,1.85,82.24,11.82,93.32,Green
2026-07-06,Napakiak,NAP-007,98.45,96.99,2.2,55.13,17.76,86.89,Green
2026-07-13,Napakiak,NAP-007,97.79,96.3,2.4,60.22,32.02,85.4,Green
2026-07-20,Napakiak,NAP-007,98.54,97.82,2.04,66.39,0.0,92.06,Green
2026-07-27,Napakiak,NAP-007,98.09,97.1,2.41,64.96,19.08,88.57,Green
2026-08-03,Napakiak,NAP-007,97.24,97.17,2.56,76.01,21.5,90.2,Green
2026-05-04,Napakiak,NAP-008,99.22,97.86,0.59,68.37,61.0,83.7,Green
2026-05-11,Napakiak,NAP-008,99.6,97.97,2.15,42.92,63.9,78.07,Green
2026-05-18,Napakiak,NAP-008,99.89,97.83,1.15,52.98,59.86,80.87,Green
2026-05-25,Napakiak,NAP-008,99.24,97.8,2.26,53.04,59.1,80.66,Green
2026-06-01,Napakiak,NAP-008,99.65,97.79,0.98,57.32,62.21,81.35,Green
2026-06-08,Napakiak,NAP-008,99.83,97.43,2.02,57.03,54.14,82.3,Green
2026-06-15,Napakiak,NAP-008,99.03,98.74,1.51,65.31,49.34,84.88,Green
2026-06-22,Napakiak,NAP-008,100.0,98.27,1.47,55.37,68.88,80.09,Green
2026-06-29,Napakiak,NAP-008,99.73,97.95,1.59,62.3,49.07,84.28,Green
2026-07-06,Napakiak,NAP-008,99.36,97.13,1.85,52.41,50.43,81.76,Green
2026-07-13,Napakiak,NAP-008,99.21,97.94,1.49,48.43,49.36,81.34,Green
2026-07-20,Napakiak,NAP-008,99.51,97.61,1.47,56.54,66.44,80.4,Green
2026-07-27,Napakiak,NAP-008,99.78,97.94,1.44,58.01,60.29,81.77,Green
2026-08-03,Napakiak,NAP-008,98.91,98.36,1.99,73.72,81.25,81.58,Green
2026-05-04,Napakiak,NAP-009,98.52,96.32,3.01,112.99,45.19,91.48,Green
2026-05-11,Napakiak,NAP-009,98.22,96.83,2.43,90.72,19.62,93.6,Green
2026-05-18,Napakiak,NAP-009,98.4,97.69,3.1,108.46,43.49,92.03,Green
2026-05-25,Napakiak,NAP-009,98.24,96.67,2.61,83.8,35.16,89.82,Green
2026-06-01,Napakiak,NAP-009,97.42,97.27,2.97,101.3,43.36,91.72,Green
2026-06-08,Napakiak,NAP-009,98.5,97.74,3.22,91.47,33.0,91.92,Green
2026-06-15,Napakiak,NAP-009,97.64,96.6,2.77,101.9,28.9,93.81,Green
2026-06-22,Napakiak,NAP-009,98.0,96.16,2.67,113.14,37.07,92.58,Green
2026-06-29,Napakiak,NAP-009,98.76,96.6,2.23,87.76,34.12,90.94,Green
2026-07-06,Napakiak,NAP-009,97.74,96.55,2.68,86.96,17.91,92.88,Green
2026-07-13,Napakiak,NAP-009,98.53,97.03,3.29,88.65,40.98,89.98,Green
2026-07-20,Napakiak,NAP-009,98.97,97.13,2.66,98.69,29.64,93.92,Green
2026-07-27,Napakiak,NAP-009,98.14,97.31,2.88,107.17,31.36,93.73,Green
2026-08-03,Napakiak,NAP-009,98.31,96.75,2.44,104.05,52.39,90.54,Green
2026-05-04,Napakiak,NAP-010,97.58,96.81,1.08,42.61,20.57,83.87,Green
2026-05-11,Napakiak,NAP-010,97.48,98.06,0.96,43.96,30.51,82.96,Green
2026-05-18,Napakiak,NAP-010,98.28,96.9,0.77,41.8,15.9,84.65,Green
2026-05-25,Napakiak,NAP-010,97.47,97.84,1.29,50.65,24.96,85.02,Green
2026-06-01,Napakiak,NAP-010,97.63,96.56,1.36,51.92,38.34,82.98,Green
2026-06-08,Napakiak,NAP-010,98.35,97.56,1.65,41.55,15.53,84.71,Green
2026-06-15,Napakiak,NAP-010,98.09,96.56,1.02,50.79,32.26,83.83,Green
2026-06-22,Napakiak,NAP-010,98.59,96.48,0.91,43.29,18.92,84.45,Green
2026-06-29,Napakiak,NAP-010,97.39,96.99,0.45,42.29,24.84,83.26,Green
2026-07-06,Napakiak,NAP-010,97.9,97.66,1.21,39.87,31.94,81.89,Green
2026-07-13,Napakiak,NAP-010,98.15,97.57,1.78,51.01,43.42,82.35,Green
2026-07-20,Napakiak,NAP-010,96.92,97.41,0.8,42.15,23.23,83.41,Green
2026-07-27,Napakiak,NAP-010,97.93,96.56,1.13,36.98,25.67,82.0,Green
2026-08-03,Napakiak,NAP-010,97.94,97.4,1.42,35.4,29.02,81.35,Green
2026-05-04,Kongiganak,KON-001,95.97,98.83,5.98,58.8,2.31,89.21,Green
2026-05-11,Kongiganak,KON-001,96.26,99.45,2.77,62.6,20.09,88.02,Green
2026-05-18,Kongiganak,KON-001,97.23,99.49,4.65,93.0,36.63,91.59,Green
2026-05-25,Kongiganak,KON-001,96.26,95.9,1.54,57.15,16.88,86.71,Green
2026-06-01,Kongiganak,KON-001,99.03,98.89,4.75,60.37,5.79,89.97,Green
2026-06-08,Kongiganak,KON-001,98.46,97.94,1.83,51.54,36.81,83.61,Green
2026-06-15,Kongiganak,KON-001,98.69,99.15,3.48,74.23,10.28,92.24,Green
2026-06-22,Kongiganak,KON-001,97.09,95.2,2.83,90.67,35.73,90.42,Green
2026-06-29,Kongiganak,KON-001,99.29,99.29,2.68,88.49,46.23,90.01,Green
2026-07-06,Kongiganak,KON-001,99.17,95.63,4.66,66.49,2.97,90.86,Green
2026-07-13,Kongiganak,KON-001,96.32,95.91,2.27,74.55,26.18,88.7,Green
2026-07-20,Kongiganak,KON-001,99.37,95.95,5.81,55.78,7.16,88.04,Green
2026-07-27,Kongiganak,KON-001,99.22,97.51,3.59,46.11,18.71,85.06,Green
2026-08-03,Kongiganak,KON-001,99.18,98.88,3.02,87.66,34.45,91.43,Green
2026-05-04,Kongiganak,KON-002,98.93,99.71,1.35,72.59,62.75,84.56,Green
2026-05-11,Kongiganak,KON-002,96.94,99.65,1.49,96.81,79.93,86.3,Green
2026-05-18,Kongiganak,KON-002,98.69,99.07,4.36,88.02,94.77,82.18,Green
2026-05-25,Kongiganak,KON-002,96.25,99.06,2.03,90.26,57.75,87.91,Green
2026-06-01,Kongiganak,KON-002,98.55,95.63,5.02,81.15,89.81,80.55,Green
2026-06-08,Kongiganak,KON-002,99.18,97.66,1.76,95.71,99.94,83.1,Green
2026-06-15,Kongiganak,KON-002,96.0,97.33,1.9,95.83,75.5,85.89,Green
2026-06-22,Kongiganak,KON-002,98.44,99.95,2.61,64.59,93.53,78.09,Green
2026-06-29,Kongiganak,KON-002,98.04,96.18,4.62,73.05,100.0,77.47,Green
2026-07-06,Kongiganak,KON-002,98.4,98.87,1.51,83.39,60.18,86.74,Green
2026-07-13,Kongiganak,KON-002,96.06,93.87,0.93,73.09,62.69,82.56,Green
2026-07-20,Kongiganak,KON-002,99.03,96.81,1.82,98.69,63.43,88.91,Green
2026-07-27,Kongiganak,KON-002,96.97,99.23,4.0,60.32,59.36,81.61,Green
2026-08-03,Kongiganak,KON-002,96.16,98.62,6.17,71.66,56.06,83.69,Green
2026-05-04,Kongiganak,KON-003,99.36,98.85,2.41,25.73,19.64,81.39,Green
2026-05-11,Kongiganak,KON-003,98.49,97.77,2.15,29.33,27.02,80.56,Green
2026-05-18,Kongiganak,KON-003,99.2,98.11,2.49,32.67,12.89,83.56,Green
2026-05-25,Kongiganak,KON-003,99.38,98.92,2.43,28.5,34.8,79.69,Green
2026-06-01,Kongiganak,KON-003,99.01,98.61,2.67,44.13,28.78,83.51,Green
2026-06-08,Kongiganak,KON-003,99.24,98.6,2.46,27.98,31.01,80.03,Green
2026-06-15,Kongiganak,KON-003,99.09,97.81,3.55,39.51,25.16,82.82,Green
2026-06-22,Kongiganak,KON-003,98.95,98.43,2.94,15.42,41.75,75.73,Green
2026-06-29,Kongiganak,KON-003,98.77,98.34,2.73,47.66,24.15,84.78,Green
2026-07-06,Kongiganak,KON-003,99.6,98.53,2.28,32.76,23.91,82.16,Green
2026-07-13,Kongiganak,KON-003,98.67,98.5,2.72,36.13,26.4,82.15,Green
2026-07-20,Kongiganak,KON-003,98.82,98.69,2.43,6.89,25.88,76.51,Green
2026-07-27,Kongiganak,KON-003,98.85,98.52,3.61,47.91,23.53,84.85,Green
2026-08-03,Kongiganak,KON-003,98.76,98.61,2.54,34.82,19.57,82.99,Green
2026-05-04,Kongiganak,KON-004,98.01,97.93,1.38,100.24,17.42,96.17,Green
2026-05-11,Kongiganak,KON-004,97.37,98.59,0.88,88.82,21.15,93.45,Green
2026-05-18,Kongiganak,KON-004,98.21,98.38,1.27,97.96,19.42,95.63,Green
2026-05-25,Kongiganak,KON-004,97.96,98.85,1.11,65.86,12.48,90.34,Green
2026-06-01,Kongiganak,KON-004,98.16,98.35,1.11,101.39,18.21,96.23,Green
2026-06-08,Kongiganak,KON-004,97.0,97.69,1.45,91.52,30.66,92.16,Green
2026-06-15,Kongiganak,KON-004,97.48,98.23,0.86,87.89,3.89,95.79,Green
2026-06-22,Kongiganak,KON-004,97.6,98.35,1.2,109.25,33.69,93.75,Green
2026-06-29,Kongiganak,KON-004,97.47,97.45,1.22,95.07,12.14,95.74,Green
2026-07-06,Kongiganak,KON-004,97.45,99.08,1.15,97.36,11.58,96.7,Green
2026-07-13,Kongiganak,KON-004,97.71,98.22,0.96,101.3,7.91,97.65,Green
2026-07-20,Kongiganak,KON-004,97.84,98.21,1.45,89.33,25.96,92.77,Green
2026-07-27,Kongiganak,KON-004,97.4,98.89,1.25,81.43,24.46,91.5,Green
2026-08-03,Kongiganak,KON-004,97.66,97.6,1.41,100.11,29.28,94.21,Green
2026-05-04,Kongiganak,KON-005,98.49,95.84,3.28,21.97,13.31,80.49,Green
2026-05-11,Kongiganak,KON-005,98.26,94.58,2.33,30.3,33.01,78.97,Green
2026-05-18,Kongiganak,KON-005,97.41,95.82,4.27,5.0,44.72,71.96,Yellow
2026-05-25,Kongiganak,KON-005,97.54,94.78,2.22,26.9,40.97,76.98,Green
2026-06-01,Kongiganak,KON-005,98.25,97.73,2.66,34.3,8.08,84.24,Green
2026-06-08,Kongiganak,KON-005,98.41,96.95,2.84,11.56,2.06,80.42,Green
2026-06-15,Kongiganak,KON-005,97.14,96.86,3.39,21.28,21.72,78.99,Green
2026-06-22,Kongiganak,KON-005,99.99,97.06,2.71,5.0,13.51,77.83,Green
2026-06-29,Kongiganak,KON-005,100.0,97.46,2.16,22.23,2.71,83.08,Green
2026-07-06,Kongiganak,KON-005,99.9,95.25,3.93,46.58,18.98,84.67,Green
2026-07-13,Kongiganak,KON-005,99.65,93.25,2.12,21.69,0.68,82.14,Green
2026-07-20,Kongiganak,KON-005,98.13,95.99,2.58,33.33,8.17,83.58,Green
2026-07-27,Kongiganak,KON-005,99.45,97.6,2.33,9.13,10.83,79.11,Green
2026-08-03,Kongiganak,KON-005,99.88,97.0,5.36,23.61,13.05,81.18,Green
2026-05-04,Kongiganak,KON-006,97.95,98.0,1.85,92.57,31.22,92.54,Green
2026-05-11,Kongiganak,KON-006,98.94,97.5,1.75,95.29,45.84,91.03,Green
2026-05-18,Kongiganak,KON-006,97.63,97.91,1.67,98.28,21.45,95.07,Green
2026-05-25,Kongiganak,KON-006,98.35,97.92,3.12,100.21,19.92,95.61,Green
2026-06-01,Kongiganak,KON-006,98.22,97.4,0.91,91.11,32.57,92.1,Green
2026-06-08,Kongiganak,KON-006,97.92,98.07,1.94,87.87,25.57,92.45,Green
2026-06-15,Kongiganak,KON-006,98.92,97.93,1.72,91.85,27.32,93.23,Green
2026-06-22,Kongiganak,KON-006,98.19,96.65,2.64,94.99,29.89,92.83,Green
2026-06-29,Kongiganak,KON-006,98.34,97.27,1.64,80.95,44.92,88.11,Green
2026-07-06,Kongiganak,KON-006,97.93,97.14,1.52,104.05,26.82,94.52,Green
2026-07-13,Kongiganak,KON-006,97.93,98.17,2.05,98.06,32.43,93.46,Green
2026-07-20,Kongiganak,KON-006,99.2,98.59,1.41,106.74,29.77,94.77,Green
2026-07-27,Kongiganak,KON-006,98.54,96.84,1.64,87.25,33.33,91.05,Green
2026-08-03,Kongiganak,KON-006,98.74,96.67,1.71,102.72,25.21,94.81,Green
2026-05-04,Kongiganak,KON-007,98.65,98.64,1.17,99.39,7.48,97.9,Green
2026-05-11,Kongiganak,KON-007,98.93,99.01,1.32,96.55,0.0,98.6,Green
2026-05-18,Kongiganak,KON-007,99.33,99.06,0.86,112.1,8.42,98.2,Green
2026-05-25,Kongiganak,KON-007,99.17,98.62,0.75,104.11,0.0,99.34,Green
2026-06-01,Kongiganak,KON-007,99.14,99.19,0.87,107.53,11.26,97.76,Green
2026-06-08,Kongiganak,KON-007,99.59,98.7,0.91,99.91,0.03,99.41,Green
2026-06-15,Kongiganak,KON-007,99.41,100.0,0.84,103.28,9.26,98.34,Green
2026-06-22,Kongiganak,KON-007,98.82,98.33,0.53,88.1,22.22,93.5,Green
2026-06-29,Kongiganak,KON-007,99.03,98.99,1.25,90.26,2.45,97.0,Green
2026-07-06,Kongiganak,KON-007,99.1,99.61,1.08,101.22,9.21,98.13,Green
2026-07-13,Kongiganak,KON-007,99.21,99.24,0.39,99.6,0.0,99.48,Green
2026-07-20,Kongiganak,KON-007,99.1,98.93,1.99,98.92,0.0,98.99,Green
2026-07-27,Kongiganak,KON-007,99.03,99.38,1.6,94.52,0.0,98.27,Green
2026-08-03,Kongiganak,KON-007,99.36,98.53,0.65,97.17,8.03,97.6,Green
